Global time spent: 3.00453
I(P) = 786
Clustering configuration: 
 Partition 0 (22): [ 0 2 4 6 7 10 12 13 15 20 25 26 27 34 37 38 40 41 42 44 47 49 ] 
 Partition 1 (13): [ 1 8 18 28 29 30 33 35 36 39 43 45 48 ] 
 Partition 2 (14): [ 3 5 9 11 14 16 17 19 21 22 23 24 31 46 ] 
 Partition 3 (1): [ 32 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,8,8
1,9,3
2,8,7
3,12,4
4,12,5
5,13,3
6,11,6
7,12,4
8,13,4
9,15,5
10,6,6
11,9,3
12,5,10
13,11,6
14,13,5
15,4,3
16,14,2
17,13,6
18,14,3
19,11,5
20,14,7
21,18,0
22,11,3
23,10,3
24,9,7
25,9,8
26,8,8
27,7,7
28,11,4
29,11,3
30,14,1
31,13,2
32,10,0
33,15,3
34,11,8
35,16,0
36,10,4
37,11,3
38,9,6
39,15,4
40,8,6
41,10,6
42,9,8
43,15,3
44,9,6
45,19,6
46,13,2
47,10,5
48,12,2
49,7,6
Imbalance analysis (in edges contribution):
Vertex,PositiveSum,NegativeSum
0,9,4
1,10,3
2,8,5
3,10,3
4,11,8
5,9,5
6,7,5
7,12,7
8,11,2
9,11,4
10,7,5
11,9,4
12,10,7
13,11,11
14,15,6
15,8,7
16,12,3
17,14,4
18,14,6
19,12,3
20,11,5
21,10,0
22,13,5
23,16,4
24,11,3
25,8,5
26,8,9
27,7,4
28,15,1
29,13,4
30,11,6
31,7,1
32,15,0
33,10,2
34,16,6
35,13,5
36,16,2
37,17,5
38,13,7
39,14,2
40,9,4
41,7,8
42,11,5
43,13,4
44,11,6
45,12,2
46,11,5
47,8,7
48,13,1
49,8,9

