0.8,2,400
1,65,0,65,3,466.5783
2,65.0000,0.0000,65.0000,39,988.5841
3,65.0000,0.0000,65.0000,39,1453.9384
4,65.0000,0.0000,65.0000,39,1800.0051
Best value,65.0000,0.0000,65.0000,39,1,466.5783,4,4658715
Clustering configuration: 
 Partition 0 (1): [ 17 ] 
 Partition 1 (1): [ 15 ] 
 Partition 2 (1): [ 23 ] 
 Partition 3 (1): [ 16 ] 
 Partition 4 (1): [ 32 ] 
 Partition 5 (1): [ 39 ] 
 Partition 6 (1): [ 33 ] 
 Partition 7 (1): [ 28 ] 
 Partition 8 (2): [ 9 37 ] 
 Partition 9 (1): [ 18 ] 
 Partition 10 (1): [ 1 ] 
 Partition 11 (1): [ 3 ] 
 Partition 12 (1): [ 31 ] 
 Partition 13 (1): [ 29 ] 
 Partition 14 (1): [ 36 ] 
 Partition 15 (1): [ 20 ] 
 Partition 16 (1): [ 34 ] 
 Partition 17 (1): [ 27 ] 
 Partition 18 (1): [ 38 ] 
 Partition 19 (1): [ 5 ] 
 Partition 20 (1): [ 14 ] 
 Partition 21 (1): [ 26 ] 
 Partition 22 (1): [ 13 ] 
 Partition 23 (1): [ 19 ] 
 Partition 24 (1): [ 2 ] 
 Partition 25 (1): [ 35 ] 
 Partition 26 (1): [ 21 ] 
 Partition 27 (1): [ 8 ] 
 Partition 28 (1): [ 22 ] 
 Partition 29 (1): [ 24 ] 
 Partition 30 (1): [ 4 ] 
 Partition 31 (1): [ 11 ] 
 Partition 32 (1): [ 30 ] 
 Partition 33 (1): [ 25 ] 
 Partition 34 (1): [ 7 ] 
 Partition 35 (1): [ 10 ] 
 Partition 36 (1): [ 12 ] 
 Partition 37 (1): [ 6 ] 
 Partition 38 (1): [ 0 ] 
