0.8,2,400
1,379,0,379,37,1800.0018
Best value,379.0000,0.0000,379.0000,50,1,1800.0018,1,2221117
Clustering configuration: 
 Partition 0 (1): [ 9 ] 
 Partition 1 (1): [ 42 ] 
 Partition 2 (1): [ 27 ] 
 Partition 3 (1): [ 1 ] 
 Partition 4 (1): [ 7 ] 
 Partition 5 (1): [ 31 ] 
 Partition 6 (1): [ 13 ] 
 Partition 7 (1): [ 2 ] 
 Partition 8 (1): [ 43 ] 
 Partition 9 (1): [ 41 ] 
 Partition 10 (1): [ 5 ] 
 Partition 11 (1): [ 47 ] 
 Partition 12 (1): [ 25 ] 
 Partition 13 (1): [ 22 ] 
 Partition 14 (1): [ 15 ] 
 Partition 15 (1): [ 24 ] 
 Partition 16 (1): [ 37 ] 
 Partition 17 (1): [ 49 ] 
 Partition 18 (1): [ 23 ] 
 Partition 19 (1): [ 26 ] 
 Partition 20 (1): [ 32 ] 
 Partition 21 (1): [ 48 ] 
 Partition 22 (1): [ 40 ] 
 Partition 23 (1): [ 34 ] 
 Partition 24 (1): [ 17 ] 
 Partition 25 (1): [ 4 ] 
 Partition 26 (1): [ 8 ] 
 Partition 27 (1): [ 46 ] 
 Partition 28 (1): [ 33 ] 
 Partition 29 (1): [ 16 ] 
 Partition 30 (1): [ 30 ] 
 Partition 31 (1): [ 18 ] 
 Partition 32 (1): [ 29 ] 
 Partition 33 (1): [ 38 ] 
 Partition 34 (1): [ 6 ] 
 Partition 35 (1): [ 3 ] 
 Partition 36 (1): [ 12 ] 
 Partition 37 (1): [ 20 ] 
 Partition 38 (1): [ 39 ] 
 Partition 39 (1): [ 11 ] 
 Partition 40 (1): [ 19 ] 
 Partition 41 (1): [ 21 ] 
 Partition 42 (1): [ 14 ] 
 Partition 43 (1): [ 45 ] 
 Partition 44 (1): [ 36 ] 
 Partition 45 (1): [ 10 ] 
 Partition 46 (1): [ 0 ] 
 Partition 47 (1): [ 44 ] 
 Partition 48 (1): [ 35 ] 
 Partition 49 (1): [ 28 ] 
