0.8,2,400
1,2,2,0,2,0.0004
2,4.0000,4.0000,0.0000,3,0.0008
3,4.0000,0.0000,4.0000,3,0.0013
4,2.0000,2.0000,0.0000,3,0.0015
5,2.0000,2.0000,0.0000,3,0.0020
6,2.0000,2.0000,0.0000,3,0.0025
7,2.0000,2.0000,0.0000,3,0.0026
8,2.0000,2.0000,0.0000,3,0.0027
9,2.0000,2.0000,0.0000,3,0.0029
10,2.0000,2.0000,0.0000,3,0.0035
11,2.0000,2.0000,0.0000,3,0.0038
12,2.0000,2.0000,0.0000,3,0.0040
13,4.0000,4.0000,0.0000,3,0.0044
14,6.0000,6.0000,0.0000,3,0.0052
15,2.0000,2.0000,0.0000,3,0.0056
16,2.0000,2.0000,0.0000,3,0.0059
17,2.0000,2.0000,0.0000,3,0.0060
18,2.0000,2.0000,0.0000,3,0.0065
19,2.0000,2.0000,0.0000,3,0.0066
20,4.0000,0.0000,4.0000,3,0.0070
21,4.0000,4.0000,0.0000,3,0.0074
22,4.0000,0.0000,4.0000,3,0.0078
23,2.0000,2.0000,0.0000,3,0.0080
24,0.0000,0.0000,0.0000,3,0.0082
Best value,0.0000,0.0000,0.0000,3,24,0.0082,24,3939
Clustering configuration: 
 Partition 0 (4): [ 0 4 5 8 ] 
 Partition 1 (2): [ 6 7 ] 
 Partition 2 (3): [ 1 2 3 ] 
