Global time spent: 2.6332
I(P) = 210
Clustering configuration: 
 Partition 0 (7): [ 0 4 8 9 21 24 47 ] 
 Partition 1 (5): [ 22 26 38 44 45 ] 
 Partition 2 (5): [ 2 5 39 41 42 ] 
 Partition 3 (5): [ 15 25 32 34 35 ] 
 Partition 4 (5): [ 16 18 20 29 36 ] 
 Partition 5 (5): [ 14 19 30 31 33 ] 
 Partition 6 (6): [ 7 10 13 28 40 49 ] 
 Partition 7 (4): [ 17 23 37 43 ] 
 Partition 8 (3): [ 3 27 48 ] 
 Partition 9 (3): [ 6 11 46 ] 
 Partition 10 (2): [ 1 12 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,3,1
1,6,0
2,3,0
3,3,0
4,4,0
5,2,1
6,4,0
7,10,0
8,4,2
9,4,0
10,2,2
11,3,0
12,5,0
13,2,1
14,4,1
15,1,0
16,1,1
17,4,0
18,4,0
19,3,1
20,4,0
21,2,1
22,4,0
23,6,0
24,5,0
25,2,1
26,4,1
27,2,0
28,2,1
29,1,1
30,2,2
31,4,0
32,5,1
33,3,1
34,6,1
35,5,0
36,4,1
37,4,0
38,2,0
39,5,1
40,5,0
41,4,0
42,4,0
43,4,0
44,4,0
45,3,0
46,7,0
47,4,2
48,2,0
49,4,1
Imbalance analysis (in edges contribution):
Vertex,PositiveSum,NegativeSum
0,6,0
1,4,0
2,6,0
3,5,0
4,4,1
5,2,0
6,3,0
7,2,3
8,2,0
9,0,4
10,3,0
11,2,0
12,6,0
13,5,1
14,5,1
15,4,0
16,4,1
17,2,0
18,2,0
19,2,0
20,0,1
21,6,0
22,4,0
23,4,0
24,4,1
25,6,1
26,4,0
27,4,0
28,1,0
29,2,0
30,3,1
31,2,1
32,6,1
33,1,2
34,4,1
35,5,0
36,3,1
37,4,0
38,4,0
39,5,0
40,5,1
41,2,2
42,5,0
43,10,0
44,3,0
45,3,1
46,6,0
47,2,0
48,4,0
49,4,0

