0.8,2,400
1,127,0,127,17,109.6409
2,127.0000,0.0000,127.0000,30,205.3747
3,127.0000,0.0000,127.0000,30,300.7777
4,127.0000,0.0000,127.0000,30,396.3387
5,127.0000,0.0000,127.0000,30,506.5018
6,127.0000,0.0000,127.0000,30,616.4471
7,127.0000,0.0000,127.0000,30,711.1836
8,127.0000,0.0000,127.0000,30,807.6281
9,127.0000,0.0000,127.0000,30,918.0225
10,127.0000,0.0000,127.0000,30,1013.3603
11,127.0000,0.0000,127.0000,30,1110.9216
12,127.0000,0.0000,127.0000,30,1207.3339
13,127.0000,0.0000,127.0000,30,1317.7286
14,127.0000,0.0000,127.0000,30,1428.3677
15,127.0000,0.0000,127.0000,30,1538.3483
16,127.0000,0.0000,127.0000,30,1648.5259
17,127.0000,0.0000,127.0000,30,1745.4632
18,127.0000,0.0000,127.0000,30,1800.0204
Best value,127.0000,0.0000,127.0000,30,1,109.6409,18,6951909
Clustering configuration: 
 Partition 0 (1): [ 21 ] 
 Partition 1 (1): [ 0 ] 
 Partition 2 (1): [ 20 ] 
 Partition 3 (1): [ 3 ] 
 Partition 4 (1): [ 6 ] 
 Partition 5 (1): [ 10 ] 
 Partition 6 (1): [ 25 ] 
 Partition 7 (1): [ 5 ] 
 Partition 8 (1): [ 29 ] 
 Partition 9 (1): [ 22 ] 
 Partition 10 (1): [ 27 ] 
 Partition 11 (1): [ 7 ] 
 Partition 12 (1): [ 26 ] 
 Partition 13 (1): [ 12 ] 
 Partition 14 (1): [ 11 ] 
 Partition 15 (1): [ 2 ] 
 Partition 16 (1): [ 18 ] 
 Partition 17 (1): [ 17 ] 
 Partition 18 (1): [ 14 ] 
 Partition 19 (1): [ 28 ] 
 Partition 20 (1): [ 16 ] 
 Partition 21 (1): [ 8 ] 
 Partition 22 (1): [ 23 ] 
 Partition 23 (1): [ 15 ] 
 Partition 24 (1): [ 19 ] 
 Partition 25 (1): [ 13 ] 
 Partition 26 (1): [ 9 ] 
 Partition 27 (1): [ 24 ] 
 Partition 28 (1): [ 4 ] 
 Partition 29 (1): [ 1 ] 
