0.8,1,400
1,37,13,24,2,0.0005
2,33.0000,5.0000,28.0000,2,0.0005
3,46.0000,34.0000,12.0000,2,0.0005
4,37.0000,14.0000,23.0000,2,0.0004
5,60.0000,48.0000,12.0000,2,0.0005
6,40.0000,8.0000,32.0000,2,0.0004
7,37.0000,14.0000,23.0000,2,0.0004
8,46.0000,27.0000,19.0000,3,0.0005
9,33.0000,5.0000,28.0000,2,0.0004
10,42.0000,17.0000,25.0000,2,0.0004
11,33.0000,5.0000,28.0000,2,0.0004
12,41.0000,12.0000,29.0000,2,0.0005
13,62.0000,47.0000,15.0000,2,0.0005
14,33.0000,5.0000,28.0000,2,0.0004
15,38.0000,11.0000,27.0000,3,0.0005
16,41.0000,11.0000,30.0000,2,0.0005
17,48.0000,28.0000,20.0000,2,0.0005
18,41.0000,8.0000,33.0000,2,0.0005
19,47.0000,20.0000,27.0000,2,0.0004
20,39.0000,16.0000,23.0000,3,0.0005
21,37.0000,4.0000,33.0000,2,0.0004
22,41.0000,22.0000,19.0000,3,0.0004
23,58.0000,42.0000,16.0000,2,0.0004
24,35.0000,0.0000,35.0000,1,0.0004
25,42.0000,12.0000,30.0000,2,0.0005
26,35.0000,0.0000,35.0000,1,0.0004
27,37.0000,4.0000,33.0000,2,0.0004
28,41.0000,17.0000,24.0000,2,0.0004
29,33.0000,5.0000,28.0000,2,0.0004
30,37.0000,4.0000,33.0000,2,0.0005
31,33.0000,5.0000,28.0000,2,0.0004
32,38.0000,15.0000,23.0000,2,0.0004
33,40.0000,15.0000,25.0000,2,0.0004
34,39.0000,9.0000,30.0000,2,0.0005
35,33.0000,5.0000,28.0000,2,0.0004
36,51.0000,35.0000,16.0000,3,0.0005
37,33.0000,5.0000,28.0000,2,0.0004
38,33.0000,5.0000,28.0000,2,0.0004
39,41.0000,17.0000,24.0000,3,0.0005
40,66.0000,50.0000,16.0000,3,0.0005
41,40.0000,8.0000,32.0000,2,0.0005
42,37.0000,12.0000,25.0000,2,0.0005
43,42.0000,12.0000,30.0000,2,0.0005
44,35.0000,9.0000,26.0000,3,0.0005
45,44.0000,22.0000,22.0000,3,0.0005
46,33.0000,5.0000,28.0000,2,0.0005
47,45.0000,19.0000,26.0000,2,0.0005
48,36.0000,10.0000,26.0000,2,0.0004
49,37.0000,13.0000,24.0000,2,0.0004
50,36.0000,9.0000,27.0000,3,0.0004
51,33.0000,5.0000,28.0000,2,0.0004
52,35.0000,9.0000,26.0000,3,0.0005
53,33.0000,5.0000,28.0000,2,0.0004
54,33.0000,5.0000,28.0000,2,0.0004
55,39.0000,13.0000,26.0000,3,0.0005
56,56.0000,38.0000,18.0000,2,0.0004
57,43.0000,21.0000,22.0000,3,0.0005
58,45.0000,25.0000,20.0000,3,0.0005
59,42.0000,12.0000,30.0000,2,0.0004
60,37.0000,14.0000,23.0000,2,0.0005
61,33.0000,5.0000,28.0000,2,0.0004
62,43.0000,16.0000,27.0000,2,0.0005
63,40.0000,17.0000,23.0000,2,0.0004
64,33.0000,5.0000,28.0000,2,0.0004
65,33.0000,5.0000,28.0000,2,0.0004
66,33.0000,5.0000,28.0000,2,0.0004
67,33.0000,5.0000,28.0000,2,0.0004
68,40.0000,8.0000,32.0000,2,0.0004
69,37.0000,14.0000,23.0000,2,0.0004
70,33.0000,5.0000,28.0000,2,0.0004
71,36.0000,4.0000,32.0000,2,0.0004
72,40.0000,8.0000,32.0000,2,0.0004
73,40.0000,10.0000,30.0000,2,0.0004
74,33.0000,5.0000,28.0000,2,0.0004
75,39.0000,7.0000,32.0000,2,0.0005
76,35.0000,0.0000,35.0000,1,0.0004
77,37.0000,12.0000,25.0000,2,0.0005
78,33.0000,5.0000,28.0000,2,0.0004
79,39.0000,13.0000,26.0000,2,0.0005
80,33.0000,5.0000,28.0000,2,0.0004
81,42.0000,12.0000,30.0000,2,0.0005
82,39.0000,13.0000,26.0000,2,0.0005
83,42.0000,16.0000,26.0000,3,0.0005
84,35.0000,0.0000,35.0000,1,0.0004
85,33.0000,5.0000,28.0000,2,0.0004
86,66.0000,58.0000,8.0000,3,0.0005
87,35.0000,9.0000,26.0000,3,0.0004
88,59.0000,41.0000,18.0000,2,0.0005
89,33.0000,5.0000,28.0000,2,0.0004
90,33.0000,5.0000,28.0000,2,0.0005
91,39.0000,8.0000,31.0000,2,0.0005
92,37.0000,4.0000,33.0000,2,0.0004
93,46.0000,20.0000,26.0000,3,0.0005
94,33.0000,5.0000,28.0000,2,0.0004
95,36.0000,4.0000,32.0000,2,0.0005
96,50.0000,28.0000,22.0000,2,0.0005
97,33.0000,5.0000,28.0000,2,0.0004
98,33.0000,5.0000,28.0000,2,0.0005
99,37.0000,13.0000,24.0000,2,0.0004
100,33.0000,5.0000,28.0000,2,0.0004
101,33.0000,5.0000,28.0000,2,0.0005
102,36.0000,10.0000,26.0000,2,0.0004
103,33.0000,5.0000,28.0000,2,0.0004
104,37.0000,13.0000,24.0000,2,0.0004
105,33.0000,5.0000,28.0000,2,0.0004
106,57.0000,38.0000,19.0000,3,0.0005
107,33.0000,5.0000,28.0000,2,0.0005
108,57.0000,41.0000,16.0000,3,0.0005
109,43.0000,29.0000,14.0000,2,0.0005
