0.8,2,400
1,246.508,230.193,16.3151,11,22.1326
2,260.7175,243.6333,17.0842,16,52.4726
3,246.2661,225.9089,20.3572,16,80.5968
4,250.0120,231.9464,18.0656,19,95.5393
5,248.7686,226.2470,22.5216,19,118.1917
6,252.8616,238.0215,14.8401,19,126.9977
7,245.6335,228.2022,17.4313,19,169.7306
8,253.3619,241.7300,11.6319,18,204.8093
9,257.8918,243.4993,14.3925,18,229.0887
10,258.7729,241.5832,17.1897,18,256.4148
11,249.9017,226.4907,23.4110,18,284.8360
12,257.3003,237.6372,19.6631,18,302.6743
13,248.7303,227.8340,20.8963,18,324.4286
14,251.7277,233.5805,18.1472,18,356.7172
15,249.0181,227.8886,21.1295,18,388.1694
16,254.7013,240.9855,13.7158,18,400.0622
17,248.7327,229.5407,19.1920,18,423.6095
18,247.2569,223.3227,23.9342,18,436.2887
19,247.8527,232.6528,15.1999,18,462.5749
20,245.2884,225.5049,19.7835,18,491.7712
21,251.2024,223.2663,27.9361,18,507.8959
22,257.4610,237.2637,20.1973,18,521.4688
23,243.9052,220.7487,23.1565,18,551.1046
24,254.5707,241.4296,13.1411,15,569.6484
25,250.2806,236.8024,13.4782,15,597.2948
26,257.9367,243.1265,14.8102,15,618.7520
27,248.8111,226.0617,22.7494,15,633.1451
28,246.7621,226.2858,20.4763,15,691.9698
29,247.8044,236.5429,11.2615,15,716.7791
30,249.0255,233.3836,15.6419,15,727.8742
31,257.9549,237.5086,20.4463,15,748.7867
32,245.0164,229.7222,15.2942,15,784.1019
33,257.6370,243.2022,14.4348,15,811.3499
34,247.8841,230.1493,17.7348,15,832.2140
35,255.6513,235.8989,19.7524,15,853.8614
36,242.2974,219.9558,22.3416,15,869.4826
37,253.9500,238.3886,15.5614,16,895.2889
38,247.6426,221.9277,25.7149,16,909.7817
39,249.2857,227.3708,21.9149,16,932.3204
40,251.5488,232.1254,19.4234,16,981.2386
41,243.5162,227.7574,15.7588,16,1035.9993
42,251.5301,238.3347,13.1954,16,1066.8535
43,247.6771,234.0874,13.5897,16,1088.2548
44,245.4886,229.3539,16.1347,16,1109.5919
45,248.5738,234.7845,13.7893,16,1122.9663
46,246.7901,230.0552,16.7349,16,1189.1230
47,260.0186,244.7103,15.3083,16,1206.1535
48,249.0633,236.5063,12.5570,16,1255.9790
49,250.5594,224.5333,26.0261,16,1297.6437
50,248.7880,231.0014,17.7866,16,1329.4775
51,256.9665,243.1759,13.7906,16,1348.7248
52,256.7006,240.1088,16.5918,16,1360.4553
53,245.1956,225.8651,19.3305,16,1378.7407
54,257.2107,242.6645,14.5462,16,1399.3220
55,247.8128,228.1984,19.6144,16,1443.8509
56,252.1563,241.9265,10.2298,16,1463.2029
57,257.3151,237.9585,19.3566,16,1475.7275
58,254.7720,233.8003,20.9717,16,1492.6715
59,252.7569,233.0001,19.7568,16,1506.6921
60,246.2512,226.1860,20.0652,16,1515.5278
61,242.5530,227.4763,15.0767,16,1530.0270
62,248.9886,229.3662,19.6224,16,1549.0458
63,255.9805,241.7588,14.2217,16,1564.1264
64,258.2163,243.0790,15.1373,16,1588.5516
65,247.4968,233.4380,14.0588,16,1611.5049
66,245.0223,226.3671,18.6552,16,1649.5728
67,250.3452,226.2085,24.1367,16,1664.6619
68,256.2206,242.6347,13.5859,16,1690.8392
69,259.6501,246.5075,13.1426,16,1700.9352
70,248.2835,224.1476,24.1359,16,1725.2447
71,252.8009,234.6253,18.1756,16,1750.4816
72,256.7905,240.4618,16.3287,16,1771.0541
73,253.7229,241.8655,11.8574,16,1800.1431
Best value,242.2974,219.9558,22.3416,16,36,869.4826,73,0
Clustering configuration: 
 Partition 0 (14): [ 9 12 13 29 45 51 84 110 141 157 213 216 233 236 ] 
 Partition 1 (16): [ 0 1 5 15 44 66 76 121 140 148 161 164 179 184 191 255 ] 
 Partition 2 (10): [ 21 61 93 124 165 181 212 214 219 252 ] 
 Partition 3 (34): [ 4 7 18 19 33 40 43 50 54 59 72 79 83 91 98 106 130 132 138 155 156 166 171 201 203 204 207 225 228 229 230 246 250 254 ] 
 Partition 4 (33): [ 11 20 23 28 34 39 42 48 78 86 108 114 115 122 125 127 134 147 151 152 168 180 186 193 195 198 199 202 205 206 218 241 242 ] 
 Partition 5 (22): [ 2 31 35 41 47 52 58 67 68 85 96 136 160 172 173 176 177 187 190 224 227 239 ] 
 Partition 6 (30): [ 16 26 37 65 69 71 80 81 87 90 97 118 123 126 128 137 143 145 153 158 162 170 182 208 226 232 235 237 238 245 ] 
 Partition 7 (22): [ 8 22 55 70 92 117 129 135 142 150 154 169 196 200 211 215 217 220 221 234 243 248 ] 
 Partition 8 (12): [ 25 74 104 107 111 133 174 175 189 194 210 251 ] 
 Partition 9 (14): [ 27 30 46 49 62 63 99 112 116 119 120 146 178 183 ] 
 Partition 10 (10): [ 53 64 77 82 101 105 109 192 222 249 ] 
 Partition 11 (9): [ 10 24 32 102 131 144 188 231 247 ] 
 Partition 12 (17): [ 6 36 38 56 57 75 89 94 95 149 159 163 167 185 209 240 253 ] 
 Partition 13 (7): [ 17 60 88 103 113 139 223 ] 
 Partition 14 (5): [ 3 14 73 100 197 ] 
 Partition 15 (1): [ 244 ] 
