0.8,1,400
0.0022,177.0000,175.0000,2.0000,171,1,173
0.0023,169.0000,167.0000,2.0000,171,1,275
0.0033,166.0000,164.0000,2.0000,171,1,1389
0.0038,165.0000,163.0000,2.0000,171,1,1860
0.0040,164.0000,162.0000,2.0000,171,1,2128
0.0042,135.0000,133.0000,2.0000,171,1,2334
0.0043,119.0000,117.0000,2.0000,171,1,2381
0.0049,116.0000,114.0000,2.0000,171,1,3038
0.0054,97.0000,95.0000,2.0000,171,1,3559
0.0122,96.0000,84.0000,12.0000,171,2,10770
0.0125,94.0000,77.0000,17.0000,171,2,11113
0.0126,69.0000,51.0000,18.0000,171,2,11134
0.0127,62.0000,53.0000,9.0000,171,2,11332
4.9465,62.0000,53.0000,9.0000,171,403,4322658
