Global time spent: 3.19609
I(P) = 782
Clustering configuration: 
 Partition 0 (15): [ 0 2 6 7 8 10 15 20 27 28 30 39 41 47 49 ] 
 Partition 1 (17): [ 1 4 12 13 18 24 25 29 33 35 36 37 38 40 42 43 48 ] 
 Partition 2 (6): [ 5 9 14 26 44 45 ] 
 Partition 3 (11): [ 3 11 16 17 19 21 22 23 31 34 46 ] 
 Partition 4 (1): [ 32 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,10,4
1,9,5
2,11,4
3,11,3
4,17,3
5,15,1
6,13,4
7,14,2
8,12,4
9,20,0
10,10,3
11,9,0
12,8,6
13,13,4
14,17,2
15,6,1
16,15,0
17,14,4
18,11,2
19,10,2
20,13,4
21,20,0
22,13,3
23,9,1
24,8,6
25,8,4
26,15,2
27,10,3
28,10,5
29,12,7
30,12,2
31,14,1
32,10,0
33,10,5
34,19,3
35,14,1
36,10,7
37,13,4
38,12,7
39,16,5
40,9,5
41,13,3
42,12,5
43,12,2
44,19,1
45,21,1
46,13,1
47,17,3
48,12,6
49,10,0
Imbalance analysis (in edges contribution):
Vertex,PositiveSum,NegativeSum
0,14,3
1,9,4
2,13,3
3,10,0
4,13,5
5,10,1
6,11,2
7,15,4
8,13,3
9,12,1
10,12,5
11,11,3
12,14,4
13,10,5
14,17,2
15,10,2
16,14,2
17,14,1
18,13,9
19,13,2
20,15,3
21,12,0
22,13,3
23,17,2
24,9,4
25,12,4
26,15,0
27,12,2
28,14,0
29,11,4
30,7,4
31,9,1
32,15,0
33,8,5
34,15,1
35,12,4
36,17,5
37,17,4
38,13,4
39,15,2
40,12,4
41,11,7
42,15,4
43,10,5
44,19,1
45,16,2
46,12,3
47,9,3
48,11,5
49,10,4

