0.8,2,400
0.0043,53.0000,0.0000,53.0000,10,1,81
0.0049,48.0000,0.0000,48.0000,10,1,124
0.0063,47.0000,0.0000,47.0000,11,1,214
0.0073,44.0000,0.0000,44.0000,11,1,279
0.0078,41.0000,0.0000,41.0000,11,1,317
0.0080,39.0000,0.0000,39.0000,12,1,328
0.0082,37.0000,0.0000,37.0000,13,1,340
0.0103,32.0000,0.0000,32.0000,13,1,438
0.0115,29.0000,0.0000,29.0000,14,1,490
0.0116,27.0000,0.0000,27.0000,14,1,491
0.0160,25.0000,0.0000,25.0000,15,1,673
0.0233,24.0000,0.0000,24.0000,16,1,943
0.0246,20.0000,0.0000,20.0000,16,1,992
0.0319,19.0000,0.0000,19.0000,16,1,1239
0.0326,18.0000,0.0000,18.0000,16,1,1261
0.0327,17.0000,0.0000,17.0000,16,1,1264
0.0406,16.0000,0.0000,16.0000,17,1,1520
1800.0061,16.0000,0.0000,16.0000,17,351,23366394
