Global time spent: 10.6003
I(P) = 30238
Clustering configuration: 
 Partition 0 (157): [ 0 3 5 11 12 13 20 22 23 29 34 39 43 48 52 53 54 55 64 71 72 76 78 83 94 96 98 105 107 108 112 113 119 123 127 129 130 137 149 150 153 154 158 161 167 170 181 183 193 195 196 197 200 206 208 216 225 229 232 235 236 237 243 248 249 252 255 265 268 271 272 276 279 284 286 292 295 298 299 300 304 313 318 323 328 329 330 339 340 344 348 353 356 360 363 365 369 371 378 388 390 392 399 400 403 408 413 414 415 416 419 420 432 434 437 440 449 453 454 457 459 461 466 470 473 476 479 484 485 507 509 510 512 515 530 532 533 535 538 541 551 556 560 561 565 567 568 569 570 571 575 578 587 591 595 596 599 ] 
 Partition 1 (128): [ 6 7 10 15 35 40 46 47 56 61 63 65 68 75 81 86 91 92 97 102 104 106 114 116 121 133 134 138 139 151 152 159 171 172 173 176 182 184 190 192 201 209 211 217 218 220 221 226 227 230 241 245 246 250 251 253 256 258 259 263 266 270 274 275 278 283 290 291 301 312 314 315 316 317 319 321 333 335 342 362 377 379 384 389 395 396 401 405 406 409 418 421 427 428 429 436 438 443 448 450 452 455 463 478 480 483 486 487 495 496 499 513 514 516 517 519 523 527 536 542 546 548 552 572 577 579 582 590 ] 
 Partition 2 (176): [ 2 4 8 9 14 16 17 19 21 25 26 28 30 31 32 33 36 45 49 50 51 57 62 66 67 69 74 84 85 87 88 89 90 93 99 100 101 103 115 120 124 126 131 132 135 141 145 160 163 164 169 174 175 177 178 179 186 187 188 189 191 194 198 202 204 205 207 210 212 214 215 219 224 228 234 247 261 264 269 285 288 293 294 296 297 303 305 307 308 309 310 311 320 322 326 332 338 343 346 349 350 351 352 355 358 361 364 366 367 368 372 374 375 376 386 397 402 404 407 410 411 412 423 424 426 431 441 442 444 445 446 460 464 465 467 472 475 477 482 489 491 493 494 501 502 503 504 505 518 521 522 524 525 528 529 534 537 539 540 543 545 547 550 554 555 562 566 573 580 581 583 584 585 586 588 594 ] 
 Partition 3 (113): [ 1 18 27 37 41 42 58 59 60 70 77 79 80 82 109 110 111 117 118 122 125 128 136 140 142 146 148 155 156 157 162 166 168 180 185 203 213 223 231 238 239 242 244 254 257 260 262 273 277 280 282 287 289 302 306 324 327 331 334 336 337 341 345 347 354 359 370 373 380 381 383 385 387 391 394 398 417 425 430 433 435 439 447 456 458 469 471 474 481 488 490 492 497 506 508 511 520 531 544 549 553 557 558 559 563 564 574 576 589 592 593 597 598 ] 
 Partition 4 (20): [ 24 38 44 73 95 143 144 147 165 199 222 240 281 325 357 393 462 468 498 526 ] 
 Partition 5 (5): [ 233 267 382 422 451 ] 
 Partition 6 (1): [ 500 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,48,9
1,43,7
2,45,16
3,26,9
4,39,10
5,48,13
6,52,7
7,40,9
8,35,12
9,30,13
10,41,8
11,38,11
12,37,15
13,51,10
14,36,13
15,31,9
16,29,11
17,37,12
18,53,8
19,32,15
20,41,10
21,37,13
22,38,11
23,42,11
24,54,0
25,30,11
26,41,10
27,49,3
28,43,10
29,45,10
30,50,15
31,42,18
32,33,6
33,35,9
34,34,12
35,42,12
36,39,17
37,37,6
38,54,0
39,35,14
40,46,12
41,39,6
42,41,8
43,48,7
44,43,1
45,41,12
46,43,9
47,37,9
48,37,8
49,38,12
50,29,14
51,27,12
52,42,14
53,36,11
54,36,16
55,45,16
56,45,5
57,40,11
58,47,7
59,36,8
60,44,7
61,43,9
62,32,17
63,47,8
64,42,12
65,41,8
66,43,18
67,38,7
68,34,7
69,35,8
70,36,9
71,43,4
72,32,10
73,50,0
74,33,13
75,39,5
76,43,12
77,40,4
78,32,11
79,53,10
80,38,7
81,49,5
82,42,7
83,48,10
84,34,11
85,34,9
86,38,10
87,31,2
88,37,16
89,41,16
90,43,16
91,36,9
92,36,9
93,41,9
94,37,8
95,61,0
96,48,12
97,47,14
98,45,12
99,31,18
100,41,11
101,45,7
102,44,7
103,48,11
104,39,5
105,32,10
106,39,10
107,46,13
108,41,13
109,45,6
110,35,4
111,55,10
112,37,10
113,31,5
114,40,6
115,42,12
116,47,10
117,47,10
118,46,3
119,44,11
120,34,16
121,41,10
122,48,11
123,32,6
124,44,10
125,35,8
126,48,12
127,37,13
128,39,4
129,29,9
130,37,10
131,45,12
132,46,9
133,42,6
134,44,11
135,31,17
136,51,10
137,43,9
138,43,8
139,45,8
140,61,3
141,37,13
142,37,9
143,46,0
144,43,2
145,35,14
146,41,8
147,47,1
148,37,6
149,42,10
150,37,15
151,36,9
152,35,10
153,47,12
154,42,10
155,37,13
156,38,10
157,55,8
158,48,14
159,45,11
160,34,13
161,37,10
162,43,7
163,31,6
164,34,15
165,49,0
166,48,7
167,46,14
168,36,8
169,39,16
170,45,10
171,42,8
172,36,7
173,43,11
174,42,13
175,41,15
176,47,7
177,36,12
178,38,22
179,43,11
180,47,8
181,44,12
182,53,8
183,59,9
184,37,4
185,55,5
186,39,10
187,33,10
188,25,17
189,28,12
190,44,7
191,34,9
192,45,9
193,37,8
194,40,9
195,39,9
196,52,9
197,46,8
198,36,13
199,53,0
200,43,9
201,36,9
202,43,16
203,44,11
204,37,13
205,38,14
206,38,10
207,35,15
208,32,15
209,39,6
210,41,9
211,34,10
212,38,12
213,41,9
214,40,16
215,42,12
216,32,6
217,26,10
218,30,4
219,42,6
220,48,10
221,41,6
222,53,1
223,45,5
224,46,16
225,41,9
226,38,12
227,42,8
228,27,16
229,34,10
230,40,11
