0.8,2,400
0.0023,246.0000,246.0000,0.0000,20,1,2
0.0025,238.0000,238.0000,0.0000,19,1,6
0.0026,235.0000,234.0000,1.0000,18,1,8
0.0028,230.0000,229.0000,1.0000,17,1,14
0.0032,228.0000,227.0000,1.0000,17,1,27
0.0033,224.0000,223.0000,1.0000,16,1,30
0.0035,220.0000,216.0000,4.0000,15,1,37
0.0036,216.0000,212.0000,4.0000,14,1,39
0.0038,212.0000,208.0000,4.0000,13,1,43
0.0043,202.0000,198.0000,4.0000,13,1,70
0.0054,192.0000,185.0000,7.0000,12,1,124
0.0055,184.0000,177.0000,7.0000,11,1,126
0.0056,175.0000,166.0000,9.0000,10,1,129
0.0057,168.0000,159.0000,9.0000,9,1,138
0.0059,167.0000,164.0000,3.0000,9,1,148
0.0060,165.0000,161.0000,4.0000,8,1,150
0.0062,151.0000,148.0000,3.0000,8,1,163
0.0064,147.0000,141.0000,6.0000,7,1,181
0.0065,124.0000,118.0000,6.0000,6,1,186
0.0077,103.0000,94.0000,9.0000,6,1,299
0.0078,79.0000,70.0000,9.0000,5,1,303
0.0088,76.0000,70.0000,6.0000,5,1,394
0.0374,68.0000,49.0000,19.0000,5,2,7315
0.0374,67.0000,37.0000,30.0000,4,2,7317
0.0376,64.0000,45.0000,19.0000,4,2,7379
9.7123,64.0000,45.0000,19.0000,4,403,2535174
