Global time spent: 3.49599
I(P) = 285
Clustering configuration: 
 Partition 0 (23): [ 0 1 2 5 6 7 8 9 10 11 13 14 16 18 20 21 24 26 28 30 32 33 36 ] 
 Partition 1 (9): [ 3 4 15 17 19 23 35 38 39 ] 
 Partition 2 (3): [ 22 27 31 ] 
 Partition 3 (5): [ 12 25 29 34 37 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,6,7
1,3,3
2,4,2
3,8,0
4,7,2
5,3,3
6,3,1
7,1,4
8,2,5
9,3,5
10,1,4
11,2,7
12,6,1
13,2,4
14,2,4
15,8,2
16,5,3
17,2,0
18,2,2
19,9,0
20,4,2
21,5,5
22,9,0
23,4,3
24,2,0
25,2,1
26,3,3
27,10,0
28,5,3
29,4,1
30,3,6
31,7,0
32,1,3
33,5,5
34,9,1
35,6,1
36,5,4
37,11,1
38,5,2
39,5,1
Imbalance analysis (in edges contribution):
Vertex,PositiveSum,NegativeSum
0,3,3
1,5,3
2,3,7
3,7,4
4,5,1
5,4,5
6,3,5
7,3,2
8,1,3
9,6,1
10,0,6
11,4,2
12,3,1
13,5,6
14,6,3
15,6,0
16,4,2
17,8,2
18,3,1
19,6,1
20,8,3
21,3,2
22,2,0
23,8,0
24,3,3
25,8,2
26,5,6
27,9,0
28,3,2
29,7,1
30,5,3
31,11,0
32,3,9
33,3,4
34,4,1
35,1,1
36,3,4
37,3,0
38,7,0
39,3,2

