0.8,1,400
0.0011,128.0000,125.0000,3.0000,153,1,35
0.0012,126.0000,123.0000,3.0000,153,1,129
0.0015,124.0000,121.0000,3.0000,153,1,464
0.0023,122.0000,119.0000,3.0000,153,1,1356
0.0033,118.0000,114.0000,4.0000,153,1,2487
0.0037,114.0000,107.0000,7.0000,153,1,2941
0.0055,104.0000,93.0000,11.0000,153,1,5008
0.0057,102.0000,91.0000,11.0000,153,1,5271
0.0103,99.0000,89.0000,10.0000,153,1,7680
0.0120,97.0000,92.0000,5.0000,153,1,9302
0.0127,93.0000,85.0000,8.0000,153,1,9988
0.0303,87.0000,81.0000,6.0000,154,3,25247
0.0305,83.0000,71.0000,12.0000,154,3,25391
0.0315,81.0000,61.0000,20.0000,154,3,26321
4.3248,81.0000,61.0000,20.0000,154,404,3330817
