0.8,2,400
1,23,15,8,3,0.0003
2,39.0000,28.0000,11.0000,4,0.0003
3,32.0000,18.0000,14.0000,3,0.0004
4,23.0000,13.0000,10.0000,4,0.0003
5,25.0000,19.0000,6.0000,3,0.0002
6,24.0000,17.0000,7.0000,4,0.0003
7,14.0000,13.0000,1.0000,4,0.0003
8,28.0000,15.0000,13.0000,3,0.0003
9,23.0000,20.0000,3.0000,4,0.0003
10,23.0000,16.0000,7.0000,3,0.0002
11,30.0000,19.0000,11.0000,4,0.0005
12,35.0000,24.0000,11.0000,4,0.0003
13,29.0000,23.0000,6.0000,4,0.0003
14,15.0000,12.0000,3.0000,3,0.0003
15,20.0000,8.0000,12.0000,2,0.0003
16,15.0000,10.0000,5.0000,3,0.0003
17,26.0000,17.0000,9.0000,3,0.0003
18,18.0000,13.0000,5.0000,3,0.0004
19,26.0000,15.0000,11.0000,3,0.0003
20,18.0000,10.0000,8.0000,3,0.0003
21,28.0000,18.0000,10.0000,4,0.0003
22,19.0000,15.0000,4.0000,4,0.0003
23,40.0000,30.0000,10.0000,3,0.0003
24,37.0000,21.0000,16.0000,3,0.0002
25,31.0000,27.0000,4.0000,4,0.0003
26,23.0000,17.0000,6.0000,4,0.0003
27,15.0000,12.0000,3.0000,4,0.0003
28,18.0000,11.0000,7.0000,3,0.0003
29,19.0000,14.0000,5.0000,4,0.0003
30,21.0000,10.0000,11.0000,3,0.0003
31,32.0000,28.0000,4.0000,4,0.0003
32,28.0000,21.0000,7.0000,4,0.0003
33,22.0000,17.0000,5.0000,4,0.0003
34,19.0000,11.0000,8.0000,4,0.0003
35,27.0000,17.0000,10.0000,3,0.0003
36,29.0000,17.0000,12.0000,4,0.0003
37,26.0000,23.0000,3.0000,4,0.0003
38,32.0000,19.0000,13.0000,4,0.0003
39,17.0000,12.0000,5.0000,4,0.0003
40,33.0000,16.0000,17.0000,3,0.0002
41,19.0000,15.0000,4.0000,3,0.0003
42,15.0000,12.0000,3.0000,3,0.0003
43,21.0000,12.0000,9.0000,3,0.0003
44,20.0000,9.0000,11.0000,3,0.0003
45,34.0000,27.0000,7.0000,4,0.0003
46,20.0000,15.0000,5.0000,4,0.0003
47,34.0000,20.0000,14.0000,3,0.0002
48,15.0000,12.0000,3.0000,4,0.0003
49,15.0000,12.0000,3.0000,4,0.0003
50,15.0000,12.0000,3.0000,3,0.0003
51,26.0000,18.0000,8.0000,3,0.0003
52,19.0000,16.0000,3.0000,3,0.0003
53,21.0000,19.0000,2.0000,4,0.0003
54,30.0000,18.0000,12.0000,4,0.0003
55,15.0000,13.0000,2.0000,4,0.0003
56,18.0000,14.0000,4.0000,3,0.0003
57,26.0000,20.0000,6.0000,3,0.0003
58,15.0000,12.0000,3.0000,3,0.0003
59,17.0000,13.0000,4.0000,4,0.0003
60,24.0000,15.0000,9.0000,3,0.0003
61,37.0000,22.0000,15.0000,3,0.0002
62,36.0000,19.0000,17.0000,3,0.0003
63,27.0000,23.0000,4.0000,4,0.0003
64,17.0000,15.0000,2.0000,4,0.0003
65,20.0000,17.0000,3.0000,4,0.0003
66,13.0000,10.0000,3.0000,4,0.0003
67,31.0000,25.0000,6.0000,4,0.0003
68,16.0000,14.0000,2.0000,4,0.0003
69,29.0000,15.0000,14.0000,3,0.0003
70,28.0000,20.0000,8.0000,5,0.0003
71,16.0000,9.0000,7.0000,3,0.0003
72,21.0000,10.0000,11.0000,3,0.0003
73,32.0000,21.0000,11.0000,4,0.0002
74,19.0000,12.0000,7.0000,3,0.0003
75,29.0000,16.0000,13.0000,4,0.0003
76,21.0000,14.0000,7.0000,3,0.0003
77,25.0000,17.0000,8.0000,3,0.0003
78,15.0000,12.0000,3.0000,3,0.0003
79,38.0000,25.0000,13.0000,4,0.0003
80,24.0000,20.0000,4.0000,4,0.0003
81,16.0000,11.0000,5.0000,3,0.0003
82,25.0000,20.0000,5.0000,4,0.0003
83,27.0000,18.0000,9.0000,3,0.0003
84,35.0000,26.0000,9.0000,4,0.0002
85,28.0000,18.0000,10.0000,4,0.0003
86,19.0000,10.0000,9.0000,4,0.0003
87,13.0000,10.0000,3.0000,4,0.0003
88,29.0000,18.0000,11.0000,4,0.0003
89,15.0000,10.0000,5.0000,3,0.0003
90,18.0000,11.0000,7.0000,3,0.0003
91,15.0000,10.0000,5.0000,3,0.0003
92,29.0000,20.0000,9.0000,4,0.0003
93,33.0000,24.0000,9.0000,4,0.0003
94,26.0000,16.0000,10.0000,3,0.0003
95,24.0000,14.0000,10.0000,3,0.0003
96,29.0000,25.0000,4.0000,4,0.0004
97,29.0000,18.0000,11.0000,4,0.0003
98,33.0000,18.0000,15.0000,3,0.0003
99,20.0000,11.0000,9.0000,3,0.0003
100,33.0000,26.0000,7.0000,3,0.0002
101,25.0000,18.0000,7.0000,4,0.0003
102,18.0000,10.0000,8.0000,3,0.0004
103,16.0000,12.0000,4.0000,4,0.0003
104,29.0000,27.0000,2.0000,4,0.0003
105,18.0000,14.0000,4.0000,4,0.0003
106,18.0000,11.0000,7.0000,3,0.0003
107,15.0000,12.0000,3.0000,3,0.0003
108,13.0000,12.0000,1.0000,4,0.0003
109,21.0000,11.0000,10.0000,3,0.0002
110,13.0000,12.0000,1.0000,4,0.0003
111,15.0000,9.0000,6.0000,3,0.0003
112,18.0000,14.0000,4.0000,3,0.0003
113,25.0000,17.0000,8.0000,4,0.0003
114,24.0000,18.0000,6.0000,4,0.0003
115,41.0000,16.0000,25.0000,3,0.0002
116,20.0000,18.0000,2.0000,4,0.0003
117,20.0000,8.0000,12.0000,2,0.0002
118,13.0000,10.0000,3.0000,4,0.0003
119,17.0000,12.0000,5.0000,4,0.0003
120,24.0000,11.0000,13.0000,2,0.0002
121,28.0000,16.0000,12.0000,4,0.0003
122,19.0000,10.0000,9.0000,4,0.0003
123,28.0000,19.0000,9.0000,4,0.0003
124,32.0000,20.0000,12.0000,3,0.0003
125,32.0000,23.0000,9.0000,4,0.0003
126,35.0000,24.0000,11.0000,3,0.0003
127,20.0000,8.0000,12.0000,2,0.0003
128,22.0000,18.0000,4.0000,4,0.0003
129,31.0000,21.0000,10.0000,4,0.0003
130,24.0000,17.0000,7.0000,3,0.0003
131,24.0000,14.0000,10.0000,3,0.0003
132,31.0000,22.0000,9.0000,4,0.0003
133,23.0000,19.0000,4.0000,4,0.0003
134,24.0000,21.0000,3.0000,5,0.0003
135,22.0000,19.0000,3.0000,4,0.0003
136,25.0000,17.0000,8.0000,3,0.0003
137,31.0000,26.0000,5.0000,4,0.0003
138,21.0000,11.0000,10.0000,3,0.0002
139,33.0000,27.0000,6.0000,4,0.0003
140,30.0000,21.0000,9.0000,3,0.0003
141,16.0000,14.0000,2.0000,4,0.0003
142,21.0000,10.0000,11.0000,3,0.0002
143,30.0000,16.0000,14.0000,4,0.0003
144,13.0000,10.0000,3.0000,4,0.0003
145,29.0000,24.0000,5.0000,5,0.0003
146,19.0000,10.0000,9.0000,4,0.0003
147,20.0000,16.0000,4.0000,4,0.0003
148,16.0000,14.0000,2.0000,4,0.0004
149,28.0000,20.0000,8.0000,3,0.0003
150,15.0000,12.0000,3.0000,3,0.0002
151,24.0000,21.0000,3.0000,5,0.0003
152,15.0000,12.0000,3.0000,3,0.0003
153,29.0000,21.0000,8.0000,4,0.0004
154,27.0000,21.0000,6.0000,4,0.0003
155,24.0000,23.0000,1.0000,4,0.0003
156,32.0000,23.0000,9.0000,4,0.0003
157,15.0000,10.0000,5.0000,3,0.0003
158,17.0000,12.0000,5.0000,3,0.0002
159,21.0000,12.0000,9.0000,3,0.0003
160,20.0000,14.0000,6.0000,3,0.0002
161,18.0000,13.0000,5.0000,3,0.0003
162,21.0000,19.0000,2.0000,5,0.0003
163,18.0000,9.0000,9.0000,3,0.0003
164,21.0000,17.0000,4.0000,4,0.0003
165,29.0000,23.0000,6.0000,4,0.0003
166,35.0000,28.0000,7.0000,4,0.0003
167,19.0000,10.0000,9.0000,4,0.0003
168,39.0000,12.0000,27.0000,3,0.0002
169,27.0000,21.0000,6.0000,4,0.0003
170,34.0000,30.0000,4.0000,5,0.0003
171,15.0000,9.0000,6.0000,3,0.0003
172,18.0000,13.0000,5.0000,3,0.0003
173,28.0000,22.0000,6.0000,4,0.0003
174,15.0000,12.0000,3.0000,3,0.0003
175,30.0000,21.0000,9.0000,4,0.0002
176,22.0000,18.0000,4.0000,4,0.0003
177,19.0000,10.0000,9.0000,4,0.0003
178,30.0000,18.0000,12.0000,3,0.0003
179,23.0000,15.0000,8.0000,3,0.0003
180,18.0000,11.0000,7.0000,3,0.0003
181,33.0000,18.0000,15.0000,3,0.0003
182,25.0000,14.0000,11.0000,3,0.0003
183,29.0000,22.0000,7.0000,3,0.0003
184,21.0000,14.0000,7.0000,3,0.0003
