Global time spent: 5.43521
I(P) = 784
Clustering configuration: 
 Partition 0 (15): [ 5 6 7 9 10 12 14 15 26 27 40 41 42 44 47 ] 
 Partition 1 (22): [ 0 1 2 4 8 13 20 24 25 28 29 30 33 35 36 37 38 39 43 45 48 49 ] 
 Partition 2 (11): [ 3 11 16 17 19 21 22 23 31 34 46 ] 
 Partition 3 (2): [ 18 32 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,7,5
1,6,6
2,11,10
3,11,3
4,15,5
5,14,9
6,12,2
7,18,2
8,10,8
9,16,2
10,10,2
11,9,0
12,5,4
13,11,7
14,15,9
15,10,1
16,15,0
17,14,4
18,21,0
19,10,2
20,12,3
21,20,0
22,13,3
23,9,1
24,4,10
25,6,6
26,9,4
27,11,4
28,8,8
29,9,6
30,6,2
31,14,1
32,10,0
33,10,6
34,19,3
35,12,3
36,7,8
37,10,6
38,9,7
39,11,8
40,10,4
41,13,4
42,12,4
43,12,6
44,14,4
45,16,10
46,13,1
47,15,4
48,7,4
49,8,4
Imbalance analysis (in edges contribution):
Vertex,PositiveSum,NegativeSum
0,13,7
1,8,6
2,10,5
3,10,0
4,11,9
5,7,2
6,11,4
7,16,4
8,7,5
9,11,6
10,9,4
11,11,3
12,12,3
13,9,8
14,12,2
15,11,6
16,14,2
17,14,1
18,18,0
19,13,2
20,13,5
21,12,0
22,13,3
23,17,2
24,8,4
25,11,5
26,11,4
27,11,3
28,9,2
29,10,9
30,10,11
31,9,1
32,14,0
33,7,7
34,15,1
35,9,6
36,13,4
37,14,4
38,12,8
39,11,5
40,15,4
41,7,6
42,16,3
43,10,7
44,15,2
45,10,8
46,12,3
47,11,6
48,9,5
49,8,8

