0.8,1,400
0.0045,2390.0000,2382.0000,8.0000,231,1,1040
0.0050,2288.0000,2280.0000,8.0000,231,1,1528
0.0051,2236.0000,2228.0000,8.0000,231,1,1641
0.0052,2200.0000,2192.0000,8.0000,231,1,1743
0.0059,2196.0000,2196.0000,0.0000,231,1,2496
0.0076,2108.0000,2108.0000,0.0000,231,1,4453
0.0084,1828.0000,1828.0000,0.0000,231,1,5254
0.0109,1780.0000,1780.0000,0.0000,231,1,8033
0.0120,1602.0000,1424.0000,178.0000,231,1,9273
0.0148,1112.0000,934.0000,178.0000,231,1,12486
0.0160,892.0000,652.0000,240.0000,231,1,13812
0.0182,770.0000,502.0000,268.0000,231,1,16289
7.4775,770.0000,502.0000,268.0000,231,402,6180182
