0.8,2,400
1,106.012,85.5652,20.4464,13,32.1506
2,103.3307,81.1042,22.2265,18,53.3742
3,100.5919,75.7350,24.8569,20,84.0246
4,102.4385,78.4691,23.9694,19,108.3446
5,104.9204,81.7850,23.1354,19,150.1162
6,103.6929,80.2700,23.4229,19,170.7018
7,102.2841,78.3282,23.9559,19,186.9144
8,107.2780,80.7451,26.5329,19,213.8058
9,102.2860,80.4076,21.8784,19,242.3542
10,101.5916,78.4989,23.0927,19,279.2588
11,102.3257,78.7555,23.5702,19,312.9536
12,104.1829,80.1353,24.0476,19,344.2262
13,101.9610,78.7012,23.2598,19,367.9773
14,102.5187,78.3518,24.1669,19,391.9949
15,102.4162,78.0904,24.3258,19,412.5150
16,102.9083,79.3088,23.5995,19,432.7254
17,104.3522,80.5160,23.8362,19,450.9495
18,104.6092,81.9258,22.6834,19,471.3971
19,104.4917,82.1744,22.3173,19,487.8471
20,102.6158,79.1943,23.4215,19,524.1106
21,105.6282,76.9525,28.6757,19,545.8909
22,101.2627,78.4672,22.7955,19,567.1200
23,101.0388,76.8509,24.1879,19,582.7075
24,100.9812,77.5241,23.4571,19,601.2764
25,103.9873,80.6319,23.3554,19,620.0553
26,101.8045,78.8126,22.9919,19,653.1466
27,102.6834,79.1707,23.5127,19,679.8855
28,103.1613,80.7132,22.4481,19,714.7996
29,105.7894,84.6146,21.1748,19,732.1202
30,102.0212,80.2966,21.7246,19,750.1124
31,100.5478,76.6461,23.9017,19,779.3485
32,100.5740,76.5386,24.0354,19,802.2335
33,102.7231,78.8060,23.9171,19,819.4939
34,104.7529,76.5804,28.1725,19,857.6999
35,101.5358,78.9599,22.5759,19,870.7909
36,102.2490,78.4208,23.8282,19,890.8723
37,103.1994,81.6401,21.5593,19,912.4876
38,101.9298,79.4845,22.4453,19,936.9420
39,100.5976,78.7238,21.8738,19,964.7398
40,103.8564,81.2831,22.5733,19,988.2115
41,104.6201,81.6012,23.0189,19,1017.3949
42,102.2668,79.3717,22.8951,19,1040.0340
43,104.4539,81.2526,23.2013,19,1073.1038
44,102.1566,78.7905,23.3661,19,1095.5329
45,104.5552,79.5446,25.0106,19,1115.7269
46,105.4537,82.5460,22.9077,19,1128.7370
47,105.0799,82.3406,22.7393,19,1142.2469
48,103.0178,79.6108,23.4070,19,1159.8194
49,101.4105,77.6498,23.7607,19,1174.2422
50,103.1649,78.9305,24.2344,19,1188.4297
51,101.7332,78.4651,23.2681,19,1224.3623
52,102.8703,80.5792,22.2911,19,1235.7610
53,102.8149,77.9810,24.8339,19,1263.3778
54,100.9227,75.4963,25.4264,19,1308.4855
55,100.6378,77.2434,23.3944,19,1340.9932
56,101.5062,78.3768,23.1294,19,1369.6710
57,101.0289,77.0256,24.0033,19,1388.1163
58,101.6879,77.5666,24.1213,19,1415.3169
59,102.9623,80.4481,22.5142,19,1434.3020
60,102.1091,73.8204,28.2887,19,1463.8453
61,106.4250,81.8355,24.5895,19,1491.0066
62,105.1406,81.1484,23.9922,19,1521.9060
63,101.6851,78.9255,22.7596,19,1552.9619
64,102.3437,76.5614,25.7823,19,1592.5729
65,102.3634,74.0692,28.2942,19,1644.6992
66,105.2906,79.6229,25.6677,19,1670.0693
67,105.9044,82.0195,23.8849,19,1683.8679
68,105.6178,81.8154,23.8024,19,1705.4408
69,101.9515,79.1959,22.7556,19,1728.3210
70,104.8890,83.0918,21.7972,19,1741.4137
71,104.9789,81.7353,23.2436,19,1763.9686
72,103.0784,79.8243,23.2541,19,1793.3790
73,102.2024,81.1120,21.0904,19,1800.4651
Best value,100.5478,76.6461,23.9017,19,31,779.3485,73,0
Clustering configuration: 
 Partition 0 (15): [ 16 36 51 66 99 136 137 144 152 153 159 179 190 192 215 ] 
 Partition 1 (15): [ 27 65 100 124 139 171 173 206 212 225 230 239 243 247 251 ] 
 Partition 2 (13): [ 13 18 21 30 48 102 140 141 168 175 202 232 240 ] 
 Partition 3 (67): [ 1 2 4 5 6 9 14 20 25 26 38 39 52 53 56 58 59 61 68 72 74 77 78 79 80 81 85 94 98 109 115 119 120 123 126 133 149 150 154 156 163 164 167 170 172 176 181 185 187 193 195 199 204 205 207 209 211 216 220 226 227 231 234 236 250 252 254 ] 
 Partition 4 (14): [ 10 22 29 46 54 67 71 76 89 107 138 178 203 228 ] 
 Partition 5 (14): [ 11 15 24 49 64 131 134 147 148 196 218 229 238 244 ] 
 Partition 6 (13): [ 12 32 35 41 55 82 91 104 112 113 194 221 242 ] 
 Partition 7 (15): [ 47 60 73 83 103 105 127 146 165 166 186 214 224 233 246 ] 
 Partition 8 (11): [ 45 75 90 92 121 157 189 198 213 222 223 ] 
 Partition 9 (14): [ 19 44 70 84 87 128 130 143 145 151 160 208 210 253 ] 
 Partition 10 (14): [ 0 7 33 40 93 96 101 108 117 125 161 169 237 255 ] 
 Partition 11 (11): [ 3 42 62 69 86 110 142 155 158 241 249 ] 
 Partition 12 (8): [ 28 63 88 106 114 122 129 184 ] 
 Partition 13 (10): [ 17 34 37 50 111 116 162 201 235 248 ] 
 Partition 14 (12): [ 23 43 57 95 132 135 177 180 182 188 191 197 ] 
 Partition 15 (6): [ 97 118 174 183 217 245 ] 
 Partition 16 (2): [ 31 200 ] 
 Partition 17 (1): [ 219 ] 
 Partition 18 (1): [ 8 ] 
