0.8,2,400
1,108,0,108,28,559.3316
2,108.0000,0.0000,108.0000,40,1054.0528
3,108.0000,0.0000,108.0000,40,1553.7647
4,108.0000,0.0000,108.0000,40,1800.0582
Best value,108.0000,0.0000,108.0000,40,1,559.3316,4,4337346
Clustering configuration: 
 Partition 0 (1): [ 22 ] 
 Partition 1 (1): [ 8 ] 
 Partition 2 (1): [ 14 ] 
 Partition 3 (1): [ 15 ] 
 Partition 4 (1): [ 9 ] 
 Partition 5 (1): [ 3 ] 
 Partition 6 (1): [ 5 ] 
 Partition 7 (1): [ 16 ] 
 Partition 8 (1): [ 17 ] 
 Partition 9 (1): [ 28 ] 
 Partition 10 (1): [ 6 ] 
 Partition 11 (1): [ 1 ] 
 Partition 12 (1): [ 24 ] 
 Partition 13 (1): [ 19 ] 
 Partition 14 (1): [ 23 ] 
 Partition 15 (1): [ 29 ] 
 Partition 16 (1): [ 33 ] 
 Partition 17 (1): [ 30 ] 
 Partition 18 (1): [ 32 ] 
 Partition 19 (1): [ 26 ] 
 Partition 20 (1): [ 20 ] 
 Partition 21 (1): [ 10 ] 
 Partition 22 (1): [ 2 ] 
 Partition 23 (1): [ 4 ] 
 Partition 24 (1): [ 13 ] 
 Partition 25 (1): [ 18 ] 
 Partition 26 (1): [ 27 ] 
 Partition 27 (1): [ 21 ] 
 Partition 28 (1): [ 39 ] 
 Partition 29 (1): [ 12 ] 
 Partition 30 (1): [ 31 ] 
 Partition 31 (1): [ 0 ] 
 Partition 32 (1): [ 36 ] 
 Partition 33 (1): [ 37 ] 
 Partition 34 (1): [ 35 ] 
 Partition 35 (1): [ 34 ] 
 Partition 36 (1): [ 25 ] 
 Partition 37 (1): [ 11 ] 
 Partition 38 (1): [ 7 ] 
 Partition 39 (1): [ 38 ] 
