Global time spent: 1.91626
I(P) = 5876
Clustering configuration: 
 Partition 0 (129): [ 1 5 6 7 8 9 22 29 30 33 38 42 44 45 46 49 52 57 59 61 62 64 67 72 74 77 78 81 82 83 85 86 87 88 92 97 98 101 102 105 107 108 110 118 119 120 121 129 131 141 142 149 150 152 156 166 169 182 184 198 200 203 205 207 213 221 224 229 232 235 236 237 239 243 244 246 247 254 256 260 268 274 277 279 280 281 286 288 291 293 301 302 303 305 309 310 312 313 315 323 324 325 331 333 334 341 343 344 346 347 351 353 355 356 360 361 363 364 367 369 370 372 373 376 378 382 385 390 394 ] 
 Partition 1 (103): [ 0 3 10 13 15 16 23 25 34 36 43 58 60 66 69 71 75 76 80 90 91 93 94 95 99 103 106 109 114 130 133 137 143 145 148 155 159 160 167 168 170 174 176 177 179 180 181 185 191 192 194 196 197 208 212 214 216 219 223 225 227 228 233 238 248 249 252 263 264 267 270 271 273 278 284 285 287 292 294 295 298 300 304 321 326 328 329 332 337 342 345 348 349 358 362 375 383 386 387 389 396 397 399 ] 
 Partition 2 (75): [ 12 17 20 26 28 31 39 47 51 53 56 79 84 96 100 104 111 112 113 122 124 126 132 134 136 138 144 146 147 154 157 161 163 171 173 188 193 199 202 206 209 210 211 217 222 226 234 241 245 251 253 262 269 272 276 282 283 289 296 299 307 311 317 318 322 330 336 338 339 350 371 374 377 380 395 ] 
 Partition 3 (38): [ 4 14 24 32 41 63 89 115 140 153 158 162 175 186 187 189 190 201 215 218 230 231 240 242 250 255 257 258 259 275 297 306 314 319 327 354 359 393 ] 
 Partition 4 (6): [ 68 73 123 195 308 335 ] 
 Partition 5 (1): [ 265 ] 
 Partition 6 (18): [ 2 11 18 27 35 48 50 54 70 128 139 165 220 340 352 384 388 391 ] 
 Partition 7 (3): [ 40 151 290 ] 
 Partition 8 (8): [ 21 117 172 178 183 261 316 392 ] 
 Partition 9 (18): [ 19 37 55 116 125 127 135 164 204 266 320 357 365 366 368 379 381 398 ] 
 Partition 10 (1): [ 65 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,9,4
1,11,3
2,15,0
3,11,2
4,14,1
5,13,5
6,11,6
7,12,4
8,10,2
9,15,4
10,8,2
11,12,1
12,11,0
13,6,1
14,18,2
15,15,0
16,10,3
17,16,1
18,14,0
19,13,0
20,18,1
21,18,0
22,10,3
23,14,2
24,9,0
25,14,1
26,15,3
27,11,0
28,16,1
29,16,3
30,12,6
31,14,3
32,12,2
33,15,7
34,14,5
35,15,0
36,12,4
37,14,0
38,9,4
39,16,0
40,10,0
41,13,0
42,21,4
43,11,5
44,11,3
45,12,4
46,5,5
47,13,2
48,11,0
49,9,1
50,9,0
51,8,1
52,13,3
53,18,3
54,15,0
55,18,0
56,9,1
57,14,5
58,7,3
59,8,3
60,12,1
61,14,1
62,10,5
63,15,0
64,10,7
65,11,0
66,8,3
67,8,2
68,15,0
69,9,3
70,14,0
71,16,1
72,11,4
73,12,0
74,12,3
75,11,2
76,8,3
77,12,4
78,16,6
79,14,0
80,12,3
81,11,5
82,8,3
83,14,3
84,16,2
85,13,4
86,10,7
87,9,2
88,9,3
89,13,1
90,14,3
91,16,0
92,15,3
93,13,3
94,9,4
95,11,4
96,14,1
97,11,2
98,17,2
99,5,1
100,12,3
101,7,4
102,9,3
103,10,3
104,11,0
105,15,2
106,15,1
107,13,4
108,8,3
109,9,1
110,10,2
111,13,2
112,16,3
113,15,2
114,11,2
115,19,1
116,17,0
117,20,0
118,17,2
119,14,6
120,11,6
121,10,3
122,12,0
123,12,0
124,19,2
125,15,0
126,16,2
127,18,0
128,18,0
129,14,3
130,10,3
131,7,7
132,11,1
133,12,2
134,12,1
135,12,0
136,11,4
137,6,2
138,12,2
139,12,0
140,9,0
141,10,3
142,12,4
143,9,1
144,20,0
145,12,1
146,14,3
147,11,3
148,11,4
149,13,2
150,12,5
151,12,0
152,10,0
153,18,0
154,18,3
155,14,2
156,12,2
157,17,1
158,12,1
159,13,5
160,13,1
161,10,2
162,19,0
163,9,2
164,14,0
165,16,0
166,14,1
167,19,2
168,12,0
169,11,2
170,16,3
171,13,2
172,14,0
173,10,0
174,21,0
175,11,3
176,13,3
177,7,0
178,12,0
179,11,0
180,13,1
181,13,2
182,11,4
183,19,0
184,10,1
185,11,2
186,8,0
187,11,1
188,12,2
189,19,0
190,12,0
191,18,3
192,14,1
193,14,0
194,11,5
195,16,0
196,18,3
197,12,2
198,3,1
199,12,3
200,9,5
201,22,1
202,9,2
203,10,2
204,11,0
205,6,1
206,15,4
207,16,1
208,13,4
209,14,3
210,18,0
211,13,2
212,12,3
213,14,5
214,12,3
215,22,2
216,13,2
217,26,1
218,14,0
219,11,3
220,19,0
221,17,4
222,12,1
223,8,3
224,9,2
225,14,4
226,12,2
227,9,1
228,14,1
229,14,1
230,11,0
231,19,1
232,10,4
233,15,2
234,18,1
235,7,5
236,9,3
237,9,3
238,10,1
239,10,4
240,18,1
241,10,2
242,15,0
243,10,3
244,11,5
245,22,0
