0.8,2,400
1,184,2,182,1,414.4366
2,184.0000,1.0000,183.0000,34,756.4778
3,184.0000,1.0000,183.0000,34,1027.8230
4,184.0000,1.0000,183.0000,34,1437.4690
5,184.0000,1.0000,183.0000,34,1772.9834
6,187.0000,1.0000,186.0000,34,1800.0244
Best value,184.0000,2.0000,182.0000,34,1,414.4366,6,5182744
Clustering configuration: 
 Partition 0 (4): [ 3 13 26 30 ] 
 Partition 1 (1): [ 25 ] 
 Partition 2 (1): [ 8 ] 
 Partition 3 (1): [ 1 ] 
 Partition 4 (1): [ 6 ] 
 Partition 5 (1): [ 14 ] 
 Partition 6 (1): [ 15 ] 
 Partition 7 (1): [ 16 ] 
 Partition 8 (1): [ 37 ] 
 Partition 9 (1): [ 36 ] 
 Partition 10 (1): [ 0 ] 
 Partition 11 (1): [ 5 ] 
 Partition 12 (1): [ 38 ] 
 Partition 13 (1): [ 24 ] 
 Partition 14 (1): [ 28 ] 
 Partition 15 (1): [ 9 ] 
 Partition 16 (2): [ 19 33 ] 
 Partition 17 (1): [ 31 ] 
 Partition 18 (1): [ 4 ] 
 Partition 19 (1): [ 35 ] 
 Partition 20 (1): [ 20 ] 
 Partition 21 (2): [ 7 29 ] 
 Partition 22 (1): [ 11 ] 
 Partition 23 (1): [ 12 ] 
 Partition 24 (1): [ 18 ] 
 Partition 25 (1): [ 10 ] 
 Partition 26 (1): [ 2 ] 
 Partition 27 (1): [ 23 ] 
 Partition 28 (1): [ 17 ] 
 Partition 29 (1): [ 21 ] 
 Partition 30 (2): [ 22 32 ] 
 Partition 31 (1): [ 34 ] 
 Partition 32 (1): [ 39 ] 
 Partition 33 (1): [ 27 ] 
