Global time spent: 2.00578
I(P) = 5850
Clustering configuration: 
 Partition 0 (138): [ 0 1 3 4 6 12 15 17 22 25 29 31 32 33 38 39 40 46 57 58 61 71 78 79 85 86 87 91 92 94 96 97 98 99 100 103 104 107 109 110 111 112 114 115 120 121 124 126 129 131 134 142 143 144 148 149 151 159 161 162 168 169 173 174 176 178 185 189 192 197 199 208 211 212 213 216 217 219 221 227 229 231 232 233 234 235 236 241 245 249 250 253 254 256 267 270 271 276 277 279 280 281 283 284 286 288 289 292 300 302 305 310 312 314 317 322 323 328 333 334 340 343 347 348 352 356 361 366 369 374 376 378 380 383 384 390 391 395 ] 
 Partition 1 (121): [ 2 7 8 9 14 16 23 30 34 41 42 44 49 53 55 56 59 60 63 64 65 68 70 75 77 83 88 89 90 101 105 106 108 113 117 118 119 122 128 133 141 145 146 152 153 154 155 156 158 163 164 166 167 170 171 172 180 181 182 187 190 191 196 198 201 203 205 206 207 209 215 224 228 230 238 239 242 243 244 246 251 252 259 263 266 268 272 278 290 291 293 294 295 296 297 299 309 319 320 321 324 325 326 330 331 336 341 345 354 355 357 360 363 367 370 373 382 394 396 397 399 ] 
 Partition 2 (61): [ 5 11 24 26 28 35 45 51 52 62 72 74 80 82 84 93 95 125 130 136 147 160 184 188 210 214 226 247 248 255 258 260 264 269 274 282 285 287 311 313 315 316 318 329 338 339 342 346 350 351 353 358 368 371 372 377 381 387 389 392 398 ] 
 Partition 3 (45): [ 10 13 18 19 20 21 36 37 43 48 54 66 67 69 76 135 137 140 150 165 179 183 186 194 202 220 222 223 225 237 257 262 273 298 301 303 306 307 332 337 362 364 365 379 386 ] 
 Partition 4 (26): [ 73 81 116 127 132 157 175 193 195 200 204 218 240 261 275 304 308 327 335 344 349 359 375 385 388 393 ] 
 Partition 5 (5): [ 27 47 50 102 123 ] 
 Partition 6 (1): [ 139 ] 
 Partition 7 (1): [ 177 ] 
 Partition 8 (1): [ 138 ] 
 Partition 9 (1): [ 265 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,13,4
1,10,3
2,6,5
3,8,4
4,7,4
5,19,1
6,10,5
7,12,3
8,11,5
9,14,3
10,8,1
11,12,3
12,9,2
13,11,0
14,12,2
15,10,4
16,15,3
17,14,3
18,12,2
19,11,0
20,19,2
21,17,0
22,8,2
23,10,3
24,7,1
25,15,2
26,15,0
27,12,0
28,17,4
29,12,8
30,12,1
31,9,8
32,5,5
33,17,1
34,15,5
35,11,2
36,15,0
37,14,0
38,10,6
39,11,4
40,5,4
41,6,2
42,17,9
43,12,0
44,12,3
45,13,1
46,7,2
47,18,0
48,10,0
49,13,4
50,12,0
51,11,1
52,14,1
53,14,5
54,13,1
55,11,7
56,6,5
57,13,5
58,7,4
59,10,1
60,9,0
61,10,7
62,14,2
63,11,4
64,14,5
65,5,4
66,11,1
67,16,1
68,9,1
69,10,0
70,7,4
71,12,1
72,15,0
73,12,1
74,15,1
75,11,4
76,9,1
77,14,4
78,16,7
79,12,3
80,15,2
81,18,0
82,15,2
83,12,1
84,15,1
85,13,7
86,10,1
87,9,1
88,11,3
89,10,6
90,17,4
91,14,1
92,14,3
93,11,2
94,8,3
95,16,2
96,10,3
97,9,4
98,16,1
99,3,3
100,8,4
101,7,3
102,15,0
103,11,2
104,9,3
105,13,2
106,13,2
107,11,2
108,7,5
109,9,2
110,6,3
111,9,4
112,13,7
113,10,8
114,9,3
115,10,4
116,18,0
117,11,5
118,17,4
119,13,2
120,11,5
121,10,5
122,8,1
123,13,0
124,13,1
125,11,2
126,10,4
127,16,0
128,14,6
129,10,5
130,11,1
131,4,4
132,12,0
133,12,2
134,5,7
135,11,1
136,12,4
137,8,1
138,18,0
139,14,0
140,8,1
141,11,1
142,9,1
143,3,4
144,15,2
145,11,6
146,11,4
147,16,3
148,11,6
149,9,2
150,21,2
151,6,2
152,12,1
153,14,4
154,11,6
155,11,4
156,16,1
157,19,1
158,10,3
159,13,4
160,14,0
161,14,4
162,10,4
163,13,4
164,10,5
165,18,0
166,14,2
167,13,5
168,15,4
169,8,3
170,10,0
171,11,6
172,9,3
173,11,3
174,18,4
175,11,0
176,13,2
177,12,0
178,4,2
179,10,1
180,11,2
181,8,2
182,11,4
183,18,2
184,11,2
185,8,4
186,9,0
187,7,6
188,17,1
189,9,7
190,10,4
191,13,4
192,16,5
193,15,1
194,17,0
195,13,0
196,14,5
197,15,1
198,11,3
199,8,7
200,16,0
201,15,4
202,10,0
203,8,4
204,12,1
205,7,3
206,18,4
207,14,0
208,15,4
209,13,4
210,16,2
211,9,5
212,13,1
213,12,5
214,11,1
215,15,4
216,13,2
217,17,7
218,16,0
219,9,5
220,18,0
221,9,6
222,15,0
223,11,0
224,12,1
225,15,0
226,12,1
227,9,4
228,11,2
229,15,2
230,6,3
231,11,9
232,12,5
233,14,4
234,14,4
235,7,2
236,9,4
237,14,1
238,12,3
239,10,5
240,20,0
241,9,3
242,9,5
243,11,1
244,19,4
245,16,5
