Global time spent: 1.09747
I(P) = 98
Clustering configuration: 
 Partition 0 (50): [ 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 ] 

Imbalance analysis (out edges contribution):
Vertex,PositiveSum,NegativeSum
0,0,1
1,0,0
2,0,2
3,0,5
4,0,0
5,0,4
6,0,0
7,0,2
8,0,3
9,0,1
10,0,5
11,0,1
12,0,0
13,0,2
14,0,4
15,0,2
16,0,2
17,0,1
18,0,3
19,0,1
20,0,3
21,0,1
22,0,1
23,0,1
24,0,2
25,0,1
26,0,3
27,0,2
28,0,1
29,0,2
30,0,1
31,0,1
32,0,3
33,0,2
34,0,1
35,0,2
36,0,2
37,0,2
38,0,3
39,0,1
40,0,2
41,0,2
42,0,0
43,0,2
44,0,6
45,0,2
46,0,1
47,0,5
48,0,2
49,0,2
Imbalance analysis (in edges contribution):
Vertex,PositiveSum,NegativeSum
0,0,4
1,0,3
2,0,0
3,0,0
4,0,1
5,0,3
6,0,2
7,0,1
8,0,1
9,0,0
10,0,0
11,0,1
12,0,3
13,0,3
14,0,2
15,0,4
16,0,3
17,0,2
18,0,5
19,0,5
20,0,3
21,0,5
22,0,0
23,0,3
24,0,3
25,0,1
26,0,1
27,0,2
28,0,3
29,0,0
30,0,2
31,0,1
32,0,2
33,0,1
34,0,0
35,0,2
36,0,2
37,0,0
38,0,3
39,0,3
40,0,3
41,0,3
42,0,2
43,0,3
44,0,0
45,0,2
46,0,0
47,0,2
48,0,2
49,0,1

